OrderID,ReturnDate,Reason
86978,2024-09-24,Damaged
81365,2025-02-13,Late Delivery
10850,2025-04-15,Wrong Item
3000,2024-05-08,Wrong Item
84349,2024-04-12,Defective
87136,2025-08-05,Changed Mind
44834,2025-10-04,Changed Mind
22930,2025-05-05,Defective
57083,2025-10-20,Changed Mind
8937,2025-08-29,Damaged
29932,2024-04-21,Damaged
8192,2024-01-26,Late Delivery
674,2025-01-28,Late Delivery
48783,2024-06-01,Defective
46463,2025-04-28,Defective
2484,2025-03-14,Defective
67047,2024-10-05,Damaged
18476,2024-05-01,Changed Mind
71192,2025-03-09,Defective
74111,2024-11-22,Defective
94380,2025-12-10,Damaged
56603,2025-06-14,Damaged
81512,2024-04-04,Damaged
81263,2025-08-07,Changed Mind
60034,2025-07-13,Defective
90919,2024-05-10,Wrong Item
48642,2024-11-25,Wrong Item
82817,2025-08-02,Defective
69037,2025-04-20,Defective
47979,2024-05-01,Defective
79818,2025-07-28,Defective
73422,2025-08-25,Changed Mind
51203,2024-05-13,Wrong Item
56840,2025-04-11,Late Delivery
51699,2024-04-08,Wrong Item
18735,2024-09-15,Wrong Item
48253,2024-12-20,Damaged
42644,2025-11-13,Defective
58747,2025-06-22,Defective
29415,2025-06-27,Defective
76542,2025-01-27,Damaged
83540,2024-08-21,Changed Mind
22893,2025-07-04,Changed Mind
97672,2024-12-15,Late Delivery
61258,2024-03-21,Changed Mind
12529,2024-12-06,Changed Mind
28487,2025-08-01,Defective
39925,2025-10-05,Wrong Item
53675,2024-03-12,Changed Mind
84112,2024-05-25,Changed Mind
57356,2024-06-03,Damaged
38115,2025-07-30,Late Delivery
4685,2025-05-12,Damaged
43583,2025-02-05,Defective
94481,2024-02-23,Wrong Item
90425,2024-08-05,Late Delivery
11127,2024-03-31,Damaged
1197,2024-07-16,Changed Mind
13695,2026-01-03,Changed Mind
50601,2024-06-01,Late Delivery
94029,2025-07-08,Changed Mind
5331,2025-05-23,Damaged
95028,2024-03-01,Damaged
55991,2024-12-10,Changed Mind
15751,2024-02-29,Changed Mind
47594,2024-10-31,Defective
67454,2024-01-18,Wrong Item
48215,2025-04-19,Late Delivery
33635,2025-04-01,Damaged
60901,2024-12-06,Late Delivery
86921,2025-05-11,Defective
36722,2025-01-01,Damaged
1863,2025-03-06,Defective
55956,2024-01-20,Defective
48467,2025-06-02,Changed Mind
92594,2024-08-03,Late Delivery
37754,2024-10-01,Late Delivery
14407,2025-01-23,Changed Mind
34994,2025-08-02,Late Delivery
30358,2025-07-31,Changed Mind
50924,2026-01-03,Damaged
15515,2025-10-01,Defective
85485,2025-03-12,Defective
38182,2025-07-07,Late Delivery
2183,2024-09-01,Wrong Item
28239,2024-07-15,Defective
47890,2025-07-04,Changed Mind
83772,2024-07-19,Wrong Item
8519,2024-10-17,Wrong Item
19758,2025-03-10,Defective
86036,2024-06-24,Defective
1577,2024-08-20,Defective
46392,2024-08-30,Changed Mind
30453,2025-09-21,Wrong Item
36586,2025-07-14,Late Delivery
40148,2025-09-04,Changed Mind
8170,2024-07-21,Damaged
85242,2025-04-04,Defective
15288,2025-04-02,Wrong Item
23862,2025-06-13,Changed Mind
64477,2024-09-11,Damaged
87692,2024-12-03,Changed Mind
92371,2024-11-16,Changed Mind
68263,2024-04-24,Late Delivery
82700,2025-02-18,Late Delivery
31448,2024-02-09,Changed Mind
4780,2025-02-06,Damaged
77056,2024-11-02,Wrong Item
91444,2024-03-10,Wrong Item
51450,2025-11-16,Defective
92036,2024-12-16,Defective
6651,2026-01-11,Wrong Item
72764,2024-08-15,Changed Mind
9764,2025-12-20,Changed Mind
86313,2024-03-13,Late Delivery
21599,2024-01-31,Late Delivery
42159,2024-12-23,Defective
15393,2024-11-13,Wrong Item
66782,2025-11-24,Changed Mind
74253,2025-08-16,Wrong Item
1092,2025-08-20,Damaged
20597,2025-04-18,Wrong Item
17455,2024-02-19,Damaged
98352,2024-09-07,Late Delivery
4976,2024-01-16,Late Delivery
9923,2025-02-02,Defective
41205,2025-07-01,Wrong Item
63979,2025-08-09,Wrong Item
14965,2025-01-07,Damaged
18593,2025-11-06,Late Delivery
77616,2026-01-02,Damaged
59951,2025-07-18,Late Delivery
37027,2025-07-27,Damaged
62880,2024-08-18,Late Delivery
67293,2025-04-04,Damaged
39983,2024-02-16,Late Delivery
54447,2025-08-02,Damaged
78747,2024-02-26,Wrong Item
48476,2025-01-06,Defective
54410,2024-03-07,Damaged
58904,2024-04-19,Defective
50805,2025-03-19,Wrong Item
14305,2025-05-06,Wrong Item
53624,2025-09-26,Late Delivery
37638,2025-11-12,Defective
38658,2024-02-17,Changed Mind
60256,2024-06-30,Late Delivery
2531,2025-01-19,Defective
21256,2024-08-20,Damaged
88493,2024-07-26,Damaged
47721,2025-10-26,Wrong Item
51763,2024-10-04,Changed Mind
54409,2025-03-12,Damaged
54133,2024-06-18,Defective
25160,2024-04-27,Defective
32675,2024-02-19,Damaged
61824,2024-11-17,Defective
54691,2024-11-01,Defective
4196,2024-02-05,Wrong Item
52526,2025-05-24,Changed Mind
15845,2025-10-13,Wrong Item
12054,2025-08-06,Changed Mind
36910,2025-11-01,Defective
13133,2025-08-01,Changed Mind
8933,2025-04-15,Defective
68535,2025-06-22,Defective
70099,2024-04-05,Wrong Item
12326,2024-05-23,Wrong Item
10430,2025-03-18,Late Delivery
22820,2024-08-10,Damaged
38951,2024-07-18,Late Delivery
43546,2025-09-11,Late Delivery
17371,2024-03-11,Changed Mind
19804,2024-10-16,Defective
61238,2024-01-14,Defective
17948,2024-11-12,Defective
13656,2024-10-20,Damaged
10593,2025-06-22,Changed Mind
29268,2024-12-29,Changed Mind
65394,2024-04-24,Defective
25871,2024-02-21,Late Delivery
15404,2025-10-27,Damaged
96450,2024-01-13,Late Delivery
96854,2024-10-21,Wrong Item
29041,2025-02-06,Changed Mind
20292,2024-07-27,Changed Mind
1880,2024-02-11,Late Delivery
29189,2025-02-17,Damaged
57676,2024-04-07,Changed Mind
61627,2024-12-15,Late Delivery
83963,2025-05-07,Damaged
58323,2024-07-02,Late Delivery
89800,2024-10-27,Damaged
32057,2024-03-10,Defective
52661,2025-07-11,Damaged
72885,2024-10-25,Wrong Item
96478,2025-06-14,Defective
91000,2024-09-11,Late Delivery
54357,2024-04-28,Defective
26622,2025-05-03,Defective
48463,2025-05-11,Late Delivery
74759,2025-03-10,Late Delivery
37428,2024-12-30,Wrong Item
92358,2024-10-21,Late Delivery
47556,2024-12-20,Changed Mind
83515,2024-03-30,Changed Mind
50506,2024-06-01,Wrong Item
7539,2025-11-06,Damaged
57016,2024-01-08,Damaged
68522,2024-04-10,Changed Mind
47315,2024-07-15,Late Delivery
32006,2025-07-20,Wrong Item
48684,2025-04-10,Damaged
28741,2024-10-19,Damaged
74458,2024-02-21,Defective
98127,2024-09-07,Changed Mind
59648,2024-05-17,Late Delivery
34715,2024-12-05,Wrong Item
76438,2025-04-12,Damaged
94548,2025-07-23,Defective
99003,2024-06-21,Changed Mind
46634,2025-12-03,Changed Mind
84956,2024-05-11,Wrong Item
74834,2025-11-28,Damaged
90899,2024-06-07,Wrong Item
52378,2024-05-06,Wrong Item
93243,2024-08-05,Defective
47100,2025-02-20,Changed Mind
38754,2024-12-11,Late Delivery
5223,2024-04-11,Changed Mind
94199,2024-07-12,Changed Mind
5712,2024-04-25,Defective
50652,2025-10-01,Late Delivery
76659,2024-08-12,Damaged
11584,2025-03-04,Late Delivery
97266,2024-09-22,Damaged
95009,2025-05-14,Late Delivery
986,2024-09-30,Wrong Item
59150,2025-01-25,Late Delivery
35929,2025-04-11,Defective
5620,2025-02-10,Damaged
18913,2025-01-17,Changed Mind
12299,2025-10-14,Defective
58509,2025-02-26,Damaged
23608,2025-02-22,Damaged
10927,2025-07-12,Changed Mind
68093,2024-02-14,Wrong Item
23196,2024-10-22,Defective
64640,2025-10-13,Changed Mind
54710,2025-09-01,Changed Mind
95129,2024-02-11,Wrong Item
75085,2025-05-14,Defective
42777,2025-11-06,Changed Mind
69169,2024-03-31,Wrong Item
33990,2025-03-11,Defective
93112,2025-08-24,Late Delivery
10964,2024-03-19,Damaged
49020,2024-04-03,Wrong Item
70585,2024-08-26,Damaged
10300,2025-06-18,Late Delivery
57344,2025-05-24,Changed Mind
76300,2025-07-14,Changed Mind
78558,2025-03-19,Defective
49873,2024-09-01,Wrong Item
23755,2024-05-06,Wrong Item
17709,2025-12-01,Defective
20777,2025-02-07,Damaged
23918,2024-06-10,Changed Mind
57505,2025-12-03,Changed Mind
85689,2024-03-19,Wrong Item
34277,2024-01-21,Wrong Item
2340,2024-12-08,Defective
54623,2025-11-21,Late Delivery
86703,2024-09-24,Damaged
71317,2025-08-09,Late Delivery
88929,2025-06-09,Late Delivery
46949,2024-12-01,Wrong Item
58472,2025-06-17,Wrong Item
59277,2025-03-06,Wrong Item
13859,2024-11-21,Late Delivery
74731,2024-10-22,Damaged
52299,2024-05-21,Wrong Item
55928,2025-04-26,Changed Mind
52003,2024-07-16,Damaged
981,2025-06-09,Changed Mind
35396,2024-06-23,Damaged
58381,2025-10-11,Wrong Item
44244,2025-08-21,Defective
8746,2025-03-17,Wrong Item
96759,2024-09-13,Late Delivery
45068,2024-09-11,Late Delivery
24251,2025-09-01,Damaged
43812,2025-12-03,Late Delivery
35987,2024-03-30,Wrong Item
73843,2025-07-28,Changed Mind
13564,2025-02-05,Wrong Item
72262,2025-08-10,Damaged
70238,2025-08-12,Late Delivery
2784,2024-03-06,Changed Mind
41277,2025-02-15,Defective
32902,2024-09-08,Changed Mind
97033,2025-04-28,Changed Mind
6668,2024-04-11,Wrong Item
23194,2024-05-26,Defective
60274,2025-03-08,Damaged
76559,2025-09-16,Damaged
8765,2024-01-29,Changed Mind
49448,2025-05-04,Changed Mind
32227,2026-01-16,Late Delivery
52827,2025-05-28,Defective
96010,2025-01-25,Changed Mind
6271,2025-11-09,Late Delivery
68672,2025-11-27,Defective
27412,2024-01-18,Damaged
36458,2025-02-18,Late Delivery
40212,2025-08-07,Defective
92177,2025-08-10,Late Delivery
54580,2025-02-25,Changed Mind
85061,2025-03-30,Wrong Item
28006,2024-06-14,Damaged
38528,2024-03-25,Changed Mind
36533,2024-07-08,Changed Mind
98542,2024-09-14,Defective
68527,2025-03-25,Late Delivery
70807,2024-07-09,Damaged
78446,2025-03-28,Changed Mind
53064,2024-09-18,Defective
38425,2024-10-25,Damaged
61543,2024-07-16,Late Delivery
65199,2025-10-17,Changed Mind
50365,2025-03-03,Changed Mind
11747,2024-04-13,Changed Mind
4025,2025-10-26,Damaged
3571,2024-09-19,Damaged
23810,2024-05-20,Damaged
30095,2024-09-25,Damaged
80830,2025-06-06,Defective
34223,2025-11-16,Wrong Item
30687,2025-01-14,Defective
25972,2024-08-18,Changed Mind
3314,2025-12-15,Defective
58488,2024-03-18,Late Delivery
53394,2024-10-06,Damaged
615,2024-07-31,Late Delivery
58594,2025-12-08,Late Delivery
10367,2024-08-14,Changed Mind
79697,2025-10-31,Damaged
30398,2025-11-17,Late Delivery
67237,2024-05-18,Changed Mind
29940,2025-06-10,Damaged
88898,2025-06-26,Wrong Item
55538,2024-10-29,Changed Mind
79825,2024-06-10,Defective
64726,2025-01-13,Damaged
26567,2025-12-30,Late Delivery
62677,2025-12-02,Late Delivery
4194,2025-10-02,Defective
12072,2024-09-12,Defective
31428,2024-01-18,Late Delivery
21261,2025-09-09,Damaged
8664,2024-02-01,Changed Mind
86350,2025-08-21,Defective
29953,2025-04-01,Defective
21052,2025-10-03,Defective
70629,2024-10-14,Wrong Item
91126,2024-06-22,Damaged
54638,2024-05-08,Damaged
60285,2024-04-15,Damaged
94883,2024-02-20,Damaged
39695,2024-06-20,Damaged
26238,2025-08-23,Late Delivery
38723,2025-04-27,Defective
92343,2024-03-26,Late Delivery
42593,2025-01-02,Wrong Item
72270,2024-05-07,Changed Mind
97317,2024-01-31,Defective
91341,2024-11-19,Wrong Item
99433,2025-10-17,Late Delivery
96992,2025-08-02,Changed Mind
94189,2024-02-07,Wrong Item
897,2024-05-15,Changed Mind
67302,2024-11-10,Wrong Item
53922,2024-10-22,Late Delivery
97621,2025-07-07,Changed Mind
21378,2025-09-09,Wrong Item
16541,2025-06-07,Late Delivery
81012,2025-01-23,Defective
41409,2025-05-30,Late Delivery
92612,2024-03-13,Late Delivery
39796,2024-07-09,Defective
35380,2025-04-22,Late Delivery
27228,2024-09-23,Defective
7113,2024-07-18,Defective
6833,2025-10-12,Defective
3738,2024-09-27,Wrong Item
29196,2024-11-09,Changed Mind
63148,2024-12-05,Wrong Item
65091,2024-11-27,Defective
75188,2025-04-25,Changed Mind
86548,2024-12-27,Changed Mind
54967,2025-05-01,Defective
49766,2024-02-15,Changed Mind
25744,2025-07-10,Changed Mind
47642,2024-02-08,Wrong Item
75110,2024-09-09,Changed Mind
42190,2025-11-18,Defective
93052,2025-11-21,Damaged
81823,2024-04-17,Damaged
49772,2024-10-16,Damaged
63346,2024-06-19,Defective
61570,2024-10-31,Damaged
52227,2024-04-17,Wrong Item
86638,2025-06-29,Defective
20229,2024-12-21,Defective
39989,2024-06-15,Defective
16241,2025-11-15,Changed Mind
32093,2024-11-13,Changed Mind
74208,2024-12-16,Changed Mind
34036,2025-01-28,Late Delivery
89520,2025-07-06,Wrong Item
91287,2024-06-21,Defective
14052,2024-12-04,Defective
83938,2024-03-09,Changed Mind
57284,2025-10-13,Defective
23036,2025-08-21,Defective
88702,2024-08-20,Damaged
35270,2024-08-04,Defective
98692,2025-09-03,Late Delivery
38902,2024-05-25,Changed Mind
42505,2024-11-30,Wrong Item
64128,2024-07-17,Wrong Item
65906,2025-02-14,Damaged
73312,2024-08-05,Wrong Item
92253,2025-11-17,Wrong Item
52129,2025-07-20,Changed Mind
99489,2025-06-08,Changed Mind
41389,2025-04-14,Late Delivery
55296,2025-02-09,Damaged
33916,2025-08-04,Wrong Item
21891,2025-11-16,Late Delivery
93065,2025-07-17,Damaged
62585,2024-09-03,Wrong Item
47345,2024-07-25,Wrong Item
2688,2024-05-24,Changed Mind
84126,2025-01-01,Defective
6934,2024-09-20,Damaged
73773,2025-01-21,Wrong Item
11462,2024-09-19,Damaged
80488,2025-06-21,Late Delivery
62448,2024-09-10,Late Delivery
64799,2025-12-14,Defective
83135,2025-06-01,Wrong Item
73277,2024-05-22,Changed Mind
65336,2025-06-02,Wrong Item
5105,2025-10-16,Damaged
52231,2025-11-07,Late Delivery
42305,2024-09-12,Damaged
187,2024-09-05,Defective
73631,2025-07-27,Late Delivery
27245,2025-11-26,Changed Mind
57788,2025-12-13,Late Delivery
83399,2024-11-06,Wrong Item
14318,2025-10-03,Wrong Item
35090,2025-07-15,Late Delivery
98756,2025-08-27,Defective
1464,2025-02-21,Wrong Item
79851,2025-03-08,Wrong Item
52766,2024-05-30,Changed Mind
49483,2024-08-22,Late Delivery
79563,2024-12-14,Wrong Item
72364,2024-01-25,Defective
61128,2026-01-11,Damaged
49513,2025-08-23,Late Delivery
89611,2024-07-29,Changed Mind
89409,2024-01-29,Wrong Item
28818,2025-08-29,Defective
4450,2025-04-05,Late Delivery
61375,2024-12-27,Defective
573,2024-05-21,Defective
4912,2025-11-29,Changed Mind
67813,2024-03-08,Late Delivery
85376,2026-01-02,Wrong Item
37447,2025-12-24,Changed Mind
84008,2025-11-20,Wrong Item
34328,2025-04-25,Damaged
43144,2025-06-13,Defective
40773,2025-04-17,Damaged
87502,2025-11-18,Defective
59395,2024-06-04,Changed Mind
37524,2024-03-01,Wrong Item
37024,2025-12-12,Wrong Item
57223,2025-11-08,Changed Mind
88990,2025-01-02,Late Delivery
93717,2024-02-24,Damaged
11151,2024-03-24,Damaged
55005,2025-10-16,Wrong Item
68272,2024-09-14,Wrong Item
85309,2024-07-30,Wrong Item
95775,2024-06-19,Changed Mind
6118,2024-06-30,Late Delivery
65733,2025-05-11,Damaged
79403,2025-09-28,Defective
60289,2024-09-04,Changed Mind
33790,2024-03-29,Damaged
14486,2024-07-25,Late Delivery
17191,2024-08-11,Changed Mind
51681,2025-06-16,Damaged
29227,2024-07-11,Changed Mind
64572,2025-09-24,Damaged
94615,2025-03-29,Damaged
53576,2024-01-21,Late Delivery
4190,2024-03-31,Defective
7546,2025-12-18,Late Delivery
57517,2024-02-07,Damaged
36294,2025-10-24,Changed Mind
64349,2024-02-17,Late Delivery
54213,2025-05-16,Defective
43113,2025-07-07,Damaged
41579,2025-04-09,Late Delivery
19731,2024-07-31,Late Delivery
43892,2025-06-09,Late Delivery
7135,2024-03-27,Late Delivery
81360,2025-10-11,Changed Mind
21854,2025-07-31,Defective
29984,2024-05-23,Defective
54540,2025-08-12,Damaged
48389,2025-03-08,Wrong Item
34124,2025-10-29,Changed Mind
69619,2024-12-27,Damaged
37210,2025-07-16,Damaged
12963,2024-12-21,Late Delivery
89574,2024-05-24,Wrong Item
78072,2025-08-30,Wrong Item
84808,2025-02-22,Changed Mind
53819,2025-03-10,Wrong Item
619,2025-10-02,Damaged
75371,2025-04-28,Wrong Item
93376,2024-04-09,Wrong Item
22985,2024-11-30,Defective
1138,2026-01-03,Damaged
25998,2025-02-18,Wrong Item
14169,2025-10-24,Wrong Item
11947,2024-07-14,Late Delivery
42562,2025-01-26,Wrong Item
22610,2025-04-05,Wrong Item
1061,2024-01-29,Defective
26942,2024-12-15,Damaged
98481,2025-10-02,Changed Mind
73835,2024-04-04,Damaged
61934,2025-07-05,Late Delivery
35725,2024-12-29,Damaged
55057,2025-11-10,Wrong Item
20071,2025-04-15,Late Delivery
39252,2024-01-21,Damaged
9527,2025-06-04,Late Delivery
50464,2025-05-09,Changed Mind
28080,2025-04-19,Damaged
49043,2025-01-25,Wrong Item
15611,2025-09-01,Late Delivery
14321,2025-03-13,Defective
51649,2025-12-21,Late Delivery
24930,2025-01-10,Defective
56108,2024-04-21,Wrong Item
82444,2025-06-24,Changed Mind
41623,2025-09-20,Defective
56499,2024-09-02,Changed Mind
52451,2024-09-05,Late Delivery
88385,2025-11-25,Wrong Item
78317,2026-01-07,Defective
64672,2024-03-25,Late Delivery
74081,2025-07-22,Damaged
99188,2024-06-13,Late Delivery
11615,2025-10-26,Changed Mind
84128,2024-06-01,Wrong Item
15250,2025-04-17,Wrong Item
95718,2025-07-24,Late Delivery
37912,2025-04-07,Damaged
74689,2025-05-11,Changed Mind
13368,2025-12-30,Late Delivery
57991,2025-09-29,Late Delivery
86281,2025-06-24,Wrong Item
89430,2025-03-19,Changed Mind
47312,2025-04-06,Damaged
98974,2025-01-18,Wrong Item
84176,2025-04-24,Late Delivery
76094,2024-07-18,Wrong Item
14255,2025-10-06,Wrong Item
62943,2024-03-03,Defective
22303,2025-04-04,Wrong Item
99817,2025-09-20,Wrong Item
82072,2024-05-18,Changed Mind
65699,2025-11-18,Wrong Item
94115,2025-07-25,Damaged
97827,2025-06-15,Late Delivery
90074,2024-09-22,Changed Mind
26665,2024-07-26,Wrong Item
32411,2025-11-14,Damaged
43411,2025-06-20,Late Delivery
43432,2024-05-13,Changed Mind
81411,2025-03-28,Damaged
75861,2025-11-18,Wrong Item
86302,2024-04-08,Defective
90716,2024-02-10,Defective
37103,2025-03-16,Changed Mind
16500,2025-07-13,Damaged
16371,2024-12-03,Late Delivery
39234,2024-06-12,Damaged
76776,2024-12-19,Defective
22528,2025-12-24,Changed Mind
14683,2025-05-27,Wrong Item
85177,2024-05-27,Damaged
877,2025-04-14,Defective
89328,2025-05-20,Late Delivery
79081,2025-01-13,Changed Mind
14042,2024-08-22,Wrong Item
44594,2024-04-07,Damaged
88228,2025-04-13,Late Delivery
11090,2024-12-28,Wrong Item
6542,2024-06-13,Defective
475,2024-08-19,Defective
85809,2025-01-10,Late Delivery
46801,2025-12-09,Defective
2548,2025-01-08,Changed Mind
58112,2024-06-24,Late Delivery
91066,2025-09-16,Defective
9982,2024-12-14,Damaged
27870,2024-12-31,Defective
18216,2024-10-24,Changed Mind
97248,2024-07-28,Wrong Item
19437,2024-03-14,Wrong Item
19819,2024-01-31,Defective
44721,2025-07-18,Wrong Item
57113,2024-03-19,Defective
26117,2024-11-30,Changed Mind
83737,2024-10-05,Wrong Item
14297,2024-03-28,Damaged
6152,2025-08-13,Defective
60692,2024-05-13,Wrong Item
11314,2024-11-04,Changed Mind
75448,2024-06-26,Changed Mind
31221,2024-09-01,Damaged
9837,2025-08-23,Changed Mind
38443,2025-01-26,Changed Mind
94058,2025-07-01,Wrong Item
57274,2025-11-29,Defective
63260,2024-10-25,Late Delivery
78056,2025-02-08,Changed Mind
41302,2025-03-05,Changed Mind
92699,2024-07-31,Late Delivery
42207,2025-01-26,Changed Mind
56025,2025-03-01,Wrong Item
31841,2024-03-25,Wrong Item
1567,2025-09-29,Late Delivery
98953,2025-03-16,Changed Mind
57144,2024-02-28,Changed Mind
78225,2024-02-08,Defective
34285,2024-11-21,Changed Mind
11115,2025-06-10,Wrong Item
95150,2024-06-28,Damaged
6193,2024-10-16,Damaged
10531,2025-04-18,Damaged
11001,2024-07-20,Damaged
41235,2024-06-07,Changed Mind
70814,2024-11-29,Changed Mind
5744,2024-12-31,Defective
74064,2025-11-13,Changed Mind
74440,2024-12-02,Damaged
99761,2024-05-06,Late Delivery
90709,2026-01-10,Late Delivery
60494,2024-12-13,Wrong Item
89577,2024-04-17,Wrong Item
74769,2024-08-22,Changed Mind
79659,2026-01-12,Late Delivery
12909,2025-01-28,Damaged
63014,2024-01-24,Damaged
91561,2025-08-24,Damaged
51644,2024-01-17,Changed Mind
26165,2025-05-05,Changed Mind
24339,2025-11-30,Defective
18143,2025-09-28,Damaged
18413,2025-09-02,Damaged
17338,2024-07-07,Changed Mind
31693,2025-03-24,Changed Mind
14248,2025-02-17,Defective
47869,2025-12-13,Defective
19738,2026-01-12,Wrong Item
72825,2024-09-22,Late Delivery
90538,2024-04-03,Damaged
8589,2024-10-06,Damaged
75124,2024-10-12,Defective
61662,2025-08-17,Defective
61220,2025-11-04,Wrong Item
19403,2025-02-14,Late Delivery
32716,2024-09-10,Wrong Item
52570,2024-05-14,Late Delivery
26335,2024-06-24,Damaged
3734,2025-03-19,Wrong Item
22915,2024-02-10,Defective
93505,2024-05-16,Wrong Item
57336,2024-11-16,Wrong Item
23343,2024-10-19,Damaged
55013,2025-03-12,Defective
35430,2024-06-08,Defective
20975,2024-08-11,Changed Mind
86740,2025-07-07,Changed Mind
69041,2024-11-26,Changed Mind
46378,2024-12-16,Damaged
86017,2024-03-28,Wrong Item
68003,2024-03-06,Defective
49471,2024-01-24,Defective
70437,2025-04-13,Wrong Item
53869,2024-04-02,Defective
16580,2024-11-10,Wrong Item
61758,2024-04-10,Damaged
32853,2024-04-13,Damaged
39924,2024-09-18,Damaged
63421,2025-11-21,Wrong Item
20198,2025-08-15,Wrong Item
5474,2025-06-04,Late Delivery
60200,2024-08-14,Defective
75112,2025-04-18,Defective
35837,2025-04-26,Late Delivery
63236,2024-07-13,Late Delivery
29516,2024-08-05,Damaged
61671,2024-02-07,Late Delivery
92209,2024-11-18,Wrong Item
41694,2024-08-20,Changed Mind
26566,2025-04-04,Wrong Item
92752,2024-09-25,Late Delivery
84606,2024-04-24,Defective
36589,2025-03-03,Wrong Item
84242,2024-12-04,Defective
37941,2024-06-21,Wrong Item
85998,2024-06-18,Defective
16695,2026-01-05,Wrong Item
72157,2026-01-06,Defective
12581,2024-03-28,Changed Mind
97434,2024-07-21,Damaged
24315,2025-12-02,Wrong Item
58573,2024-08-02,Changed Mind
29777,2024-08-29,Damaged
5549,2025-06-21,Wrong Item
80797,2025-02-05,Changed Mind
39484,2025-10-11,Changed Mind
9963,2024-07-30,Changed Mind
47175,2025-07-18,Late Delivery
49780,2024-08-03,Defective
27647,2024-05-03,Damaged
32666,2025-02-06,Defective
87860,2025-07-03,Defective
19371,2025-07-28,Defective
79096,2025-09-02,Changed Mind
60340,2024-12-12,Defective
53281,2025-09-07,Late Delivery
23274,2024-07-30,Wrong Item
4901,2025-01-01,Changed Mind
57381,2025-01-07,Damaged
86172,2024-02-04,Wrong Item
19295,2025-07-23,Wrong Item
58453,2024-01-09,Wrong Item
54208,2025-01-24,Defective
72894,2025-02-21,Defective
69509,2025-04-23,Changed Mind
62489,2024-05-22,Defective
8960,2024-11-04,Defective
61140,2026-01-15,Defective
35457,2024-01-27,Changed Mind
19851,2024-03-28,Changed Mind
66316,2024-08-03,Late Delivery
15195,2025-03-28,Late Delivery
36645,2024-02-07,Late Delivery
31949,2025-10-30,Late Delivery
67887,2025-04-24,Wrong Item
26502,2025-05-12,Wrong Item
97053,2025-09-07,Late Delivery
72953,2025-04-16,Late Delivery
94350,2024-01-31,Damaged
34635,2025-03-30,Wrong Item
10724,2024-02-29,Damaged
44148,2025-03-22,Damaged
21397,2025-08-03,Defective
51387,2025-04-17,Changed Mind
66689,2025-11-29,Wrong Item
93040,2025-12-02,Late Delivery
83359,2024-11-26,Late Delivery
20035,2025-09-25,Changed Mind
68253,2024-02-17,Wrong Item
29285,2025-05-09,Late Delivery
2324,2024-08-03,Late Delivery
27603,2025-12-16,Defective
30966,2025-01-19,Damaged
73701,2025-11-24,Late Delivery
41920,2025-12-05,Wrong Item
82406,2025-10-03,Changed Mind
18894,2025-10-23,Defective
22934,2024-12-11,Wrong Item
54120,2026-01-01,Defective
71391,2025-08-30,Damaged
85216,2024-12-20,Late Delivery
77574,2025-11-01,Wrong Item
25489,2025-10-14,Changed Mind
13971,2025-07-23,Damaged
42446,2024-02-10,Damaged
57189,2024-03-22,Defective
57710,2025-02-22,Damaged
83944,2025-11-11,Wrong Item
57259,2025-04-03,Defective
65434,2025-12-02,Damaged
27977,2024-01-19,Changed Mind
12201,2024-06-11,Wrong Item
73042,2025-09-06,Changed Mind
46859,2024-07-29,Changed Mind
67680,2026-01-02,Defective
73431,2024-06-03,Late Delivery
52739,2024-05-08,Defective
2212,2024-04-15,Wrong Item
67611,2024-02-11,Wrong Item
63950,2024-06-28,Defective
27094,2024-12-29,Late Delivery
89484,2025-04-05,Defective
54417,2024-03-01,Wrong Item
12107,2024-03-08,Late Delivery
18353,2024-05-22,Wrong Item
50440,2024-03-15,Late Delivery
99185,2024-01-15,Late Delivery
27364,2025-04-18,Defective
94641,2024-06-20,Defective
18784,2024-02-18,Defective
58489,2025-05-19,Late Delivery
43582,2025-10-16,Late Delivery
47565,2025-04-25,Wrong Item
63023,2025-08-22,Changed Mind
57645,2024-12-18,Defective
88107,2024-02-13,Wrong Item
62725,2025-10-23,Wrong Item
1861,2025-05-03,Damaged
15753,2024-03-26,Defective
88889,2025-07-25,Wrong Item
78615,2026-01-08,Damaged
70368,2024-08-30,Defective
83922,2024-10-21,Late Delivery
46250,2025-07-07,Damaged
36566,2025-01-25,Late Delivery
28212,2025-10-27,Changed Mind
88301,2024-12-18,Changed Mind
15572,2025-02-05,Changed Mind
98588,2025-03-30,Changed Mind
2300,2024-11-27,Wrong Item
35768,2025-08-26,Changed Mind
16823,2026-01-12,Wrong Item
26662,2025-03-06,Wrong Item
6400,2025-07-15,Defective
77413,2025-03-17,Wrong Item
94472,2024-11-14,Wrong Item
81709,2025-01-16,Changed Mind
89728,2025-12-26,Wrong Item
39687,2024-06-07,Late Delivery
25874,2025-02-01,Changed Mind
76013,2024-12-27,Damaged
52210,2024-09-27,Changed Mind
98823,2025-01-08,Wrong Item
93038,2025-02-22,Late Delivery
33516,2024-01-29,Changed Mind
72772,2024-08-06,Late Delivery
95712,2024-07-25,Damaged
35779,2024-08-20,Damaged
37914,2024-03-29,Defective
40256,2025-03-08,Defective
80613,2025-03-06,Changed Mind
2328,2024-01-30,Defective
22263,2024-05-06,Late Delivery
93466,2025-06-25,Defective
40554,2024-12-01,Late Delivery
69918,2025-04-19,Defective
9378,2025-09-22,Defective
